id	x	y	impact	nstart	nend	prob
gill_1	717362.2835	6231041.09	3	146	194	0
gill_2	713997.0091	6237042.673	3	146	194	0
gill_3	718432.7547	6233425.337	3	146	194	0
gill_4	716842.816	6233941.111	3	146	194	0
gill_5	713950.0347	6235419.466	3	146	194	0.5
gill_6	714467.3175	6237266.317	3	146	194	0
gill_7	717570.2023	6234134.026	3	146	194	0
gill_8	718694.9316	6232390.768	3	146	194	0.5
gill_9	718267.8615	6230172.318	3	146	194	0
gill_10	715266.6963	6232127.285	3	146	194	0.5
gill_11	715042.465	6234116.668	3	146	194	0
gill_12	726388.5801	6194127.29	3	194	242	0
gill_13	725725.1672	6198695.528	3	194	242	0
gill_14	728040.9592	6193332.898	3	194	242	0
gill_15	723572.727	6197696.458	3	194	242	0
gill_16	726557.0864	6193621.195	3	194	242	0.5
gill_17	730294.0395	6206957.042	3	194	242	0
gill_18	729327.21	6208371.182	3	194	242	0.5
gill_19	725446.5678	6205097.822	3	194	242	0.5
gill_20	727097.688	6206569.705	3	194	242	0
gill_21	729459.8852	6203710.321	3	194	242	0.5
gill_22	724819.0129	6203699.936	3	194	242	0.5
gill_23	725558.3549	6199596.379	3	242	290	0
gill_24	723139.1656	6196597.466	3	242	290	0
gill_25	725934.6889	6198086.476	3	242	290	0
gill_26	722814.8334	6197223.615	3	242	290	0.5
gill_27	725598.3582	6196141.572	3	242	290	0
gill_28	729180.077	6207366.7	3	242	290	0.5
gill_29	726464.6506	6204128.641	3	242	290	0.5
gill_30	728358.0963	6209351.101	3	242	290	0.5
gill_31	728758.0963	6209351.101	3	242	290	0.5
gill_32	728625.1944	6209572.206	3	242	290	0.5
gill_33	730509.3829	6206911.668	3	242	290	0.5
gill_34	730310.3581	6209095.461	3	242	290	0.5
gill_35	730678.539	6208052.812	3	290	338	0.5
gill_36	727339.9186	6203632.749	3	290	338	0.5
gill_37	727829.1001	6209700.158	3	290	338	0.5
gill_38	728229.1001	6209700.158	3	290	338	0.5
gill_39	732294.0594	6206101.113	3	290	338	0.5
gill_40	730384.1935	6206711.794	3	290	338	0.5
gill_41	730384.1935	6207111.794	3	290	338	0.5
gill_42	727400.7176	6208385.842	3	290	338	0.5
gill_43	727840.0683	6208891.876	3	338	386	0.5
gill_44	730870.1622	6208828.897	3	338	386	0.5
gill_45	726594.3155	6208298.557	3	338	386	0.5
gill_46	730796.5812	6207835.714	3	338	386	0.5
gill_47	731425.0328	6205663.606	3	338	386	0.5
gill_48	725433.5448	6209414.763	3	338	386	0.5
gill_49	725433.5448	6209814.763	3	338	386	0.5
gill_50	727759.226	6207400.415	3	482	530	0.5
gill_51	727134.9347	6203930.798	3	482	530	0.5
gill_52	730591.1846	6206650.488	3	482	530	0.5
gill_53	730991.1846	6206650.488	3	482	530	0.5
gill_54	727972.6599	6205256.609	3	482	530	0.5
gill_55	725354.9453	6202717.121	3	482	530	0.5
gill_56	725754.9453	6202717.121	3	482	530	0.5
gill_57	730466.3266	6205032.128	3	482	530	0.5
gill_58	732719.283	6190762.038	3	530	578	0.5
gill_59	734313.8925	6190412.269	3	530	578	0.5
gill_60	734263.4429	6193448.836	3	530	578	0.5
gill_61	736733.5169	6188454.65	3	530	578	0.5
gill_62	735962.2544	6193474.602	3	530	578	0.5
gill_63	732766.7427	6187662.977	3	530	578	0.5
gill_64	733166.7427	6187662.977	3	530	578	0.5
gill_65	723942.8025	6209911.432	3	578	626	0.5
gill_66	729277.1887	6210835.25	3	578	626	0.5
gill_67	725216.9171	6209065.589	3	578	626	0.5
gill_68	723637.3651	6207062.354	3	578	626	0.5
gill_69	726615.7871	6211173.74	3	578	626	0.5
gill_70	724796.3956	6210805.628	3	578	626	0.5
gill_71	728579.1382	6206660.471	3	674	722	0.5
gill_72	723940.4689	6207745.08	3	674	722	0.5
gill_73	728790.8641	6203675.101	3	674	722	0.5
gill_74	728390.8641	6203675.101	3	674	722	0.5
gill_75	729777.3604	6207318.764	3	674	722	0.5
gill_76	727326.2285	6206622.923	3	674	722	0.5
gill_77	727326.2285	6207022.923	3	674	722	0.5
gill_78	728262.6305	6209171.473	3	674	722	0.5
gill_79	720419.9226	6203407.087	3	722	770	0.5
gill_80	720419.9226	6203007.087	3	722	770	0.5
gill_81	724369.9173	6204487.663	3	722	770	0.5
gill_82	724369.9173	6204087.663	3	722	770	0.5
gill_83	724369.9173	6203687.663	3	722	770	0.5
gill_84	725265.494	6208010.204	3	722	770	0.5
gill_85	725265.494	6208410.204	3	722	770	0.5
gill_86	725265.494	6208810.204	3	722	770	0.5
gill_87	720649.4688	6204528.979	3	722	770	0.5
gill_88	720649.4688	6204128.979	3	722	770	0.5
gill_89	720649.4688	6204128.979	3	722	770	0.5
gill_90	722822.7171	6204643.975	3	722	770	0.5
gill_91	722822.7171	6204243.975	3	722	770	0.5
gill_92	723222.7171	6204243.975	3	722	770	0.5
gill_93	733595.9414	6205069.478	3	818	866	0.5
gill_94	733595.9414	6205469.478	3	818	866	0.5
gill_95	729197.7408	6207871.385	3	818	866	0.5
gill_96	729197.7408	6207471.385	3	818	866	0.5
gill_97	729197.7408	6207071.385	3	818	866	0.5
gill_98	733193.8039	6205599.855	3	818	866	0.5
gill_99	733593.8039	6205599.855	3	818	866	0.5
gill_100	733593.8039	6205999.855	3	818	866	0.5
gill_101	730543.5544	6204905.315	3	818	866	0.5
gill_102	730943.5544	6204905.315	3	818	866	0.5
gill_103	730943.5544	6205305.315	3	818	866	0.5
gill_104	730867.1977	6204866.73	3	818	866	0.5
gill_105	730867.1977	6204466.73	3	818	866	0.5
gill_106	730467.1977	6204466.73	3	818	866	0.5
gill_107	726218.1086	6204479.297	3	866	914	0.5
gill_108	725818.1086	6204479.297	3	866	914	0.5
gill_109	728044.6666	6204674.555	3	866	914	0.5
gill_110	727644.6666	6204674.555	3	866	914	0.5
gill_111	727244.6666	6204674.555	3	866	914	0.5
gill_112	728128.0574	6202802.905	3	866	914	0.5
gill_113	728128.0574	6202402.905	3	866	914	0.5
gill_114	728128.0574	6202002.905	3	866	914	0.5
gill_115	728321.1164	6205022.859	3	866	914	0.5
gill_116	728321.1164	6205422.859	3	866	914	0.5
gill_117	728721.1164	6205422.859	3	866	914	0.5
gill_118	728880.0282	6204993.045	3	866	914	0.5
gill_119	728480.0282	6204993.045	3	866	914	0.5
gill_120	728480.0282	6204593.045	3	866	914	0.5
gill_121	727389.6771	6204855.191	3	914	962	0.5
gill_122	727789.6771	6204855.191	3	914	962	0.5
gill_123	725692.3399	6202096.907	3	914	962	0.5
gill_124	726092.3399	6202096.907	3	914	962	0.5
gill_125	726957.2215	6205768.429	3	914	962	0.5
gill_126	726957.2215	6205368.429	3	914	962	0.5
gill_127	726028.8179	6200629.473	3	914	962	0.5
gill_128	725628.8179	6200629.473	3	914	962	0.5
gill_129	725228.8179	6200629.473	3	914	962	0.5
gill_130	726397.0838	6201108.535	3	914	962	0.5
gill_131	726397.0838	6201508.535	3	914	962	0.5
gill_132	727016.8933	6203216.24	3	914	962	0.5
gill_133	726616.8933	6203216.24	3	914	962	0.5
gill_134	732227.9673	6209103.534	3	962	1010	0.5
gill_135	732227.9673	6208703.534	3	962	1010	0.5
gill_136	728948.5073	6208585.662	3	962	1010	0.5
gill_137	728948.5073	6208185.662	3	962	1010	0.5
gill_138	729945.6612	6205692.831	3	962	1010	0.5
gill_139	729545.6612	6205692.831	3	962	1010	0.5
gill_140	729206.9006	6207725.656	3	962	1010	0.5
gill_141	729206.9006	6207325.656	3	962	1010	0.5
gill_142	729206.9006	6206925.656	3	962	1010	0.5
gill_143	734674.5396	6204932.658	3	962	1010	0.5
gill_144	734674.5396	6205332.658	3	962	1010	0.5
gill_145	729120.3093	6209504.442	3	962	1010	0.5
gill_146	729120.3093	6209904.442	3	962	1010	0.5
gill_147	733776.412	6208025.444	3	1010	1058	0.5
gill_148	733376.412	6208025.444	3	1010	1058	0.5
gill_149	733376.412	6207625.444	3	1010	1058	0.5
gill_150	731586.4061	6210151.995	3	1010	1058	0.5
gill_151	731986.4061	6210151.995	3	1010	1058	0.5
gill_152	731986.4061	6209751.995	3	1010	1058	0.5
gill_153	731986.4061	6210151.995	3	1010	1058	0.5
gill_154	731950.0277	6206827.482	3	1010	1058	0.5
gill_155	732350.0277	6206827.482	3	1010	1058	0.5
gill_156	732350.0277	6206427.482	3	1010	1058	0.5
gill_157	732478.6273	6208931.613	3	1010	1058	0.5
gill_158	732078.6273	6208931.613	3	1010	1058	0.5
gill_159	732078.6273	6209331.613	3	1010	1058	0.5
gill_160	731678.6273	6209331.613	3	1010	1058	0.5
gill_161	729128.2302	6208360.573	3	1058	1106	0.5
gill_162	729128.2302	6207960.573	3	1058	1106	0.5
gill_163	728301.9343	6208411.185	3	1058	1106	0.5
gill_164	728301.9343	6208011.185	3	1058	1106	0.5
gill_165	732898.0447	6206065.473	3	1058	1106	0.5
gill_166	732498.0447	6206065.473	3	1058	1106	0.5
gill_167	729626.3837	6210606.737	3	1058	1106	0.5
gill_168	729226.3837	6210606.737	3	1058	1106	0.5
gill_169	729226.3837	6211006.737	3	1058	1106	0.5
gill_170	732112.9244	6207379.724	3	1058	1106	0.5
gill_171	732112.9244	6207779.724	3	1058	1106	0.5
gill_172	729741.4916	6206481.441	3	1058	1106	0.5
gill_173	730141.4916	6206481.441	3	1058	1106	0.5
gill_174	730796.7132	6209010.149	3	1106	1154	0.5
gill_175	731196.7132	6209010.149	3	1106	1154	0.5
gill_176	733569.6371	6206310.92	3	1106	1154	0.5
gill_177	733569.6371	6205910.92	3	1106	1154	0.5
gill_178	730104.4209	6209644.699	3	1106	1154	0.5
gill_179	730104.4209	6209244.699	3	1106	1154	0.5
gill_180	733097.772	6209566.637	3	1106	1154	0.5
gill_181	733497.772	6209566.637	3	1106	1154	0.5
gill_182	733497.772	6209966.637	3	1106	1154	0.5
gill_183	732658.688	6204525.694	3	1106	1154	0.5
gill_184	732658.688	6204925.694	3	1106	1154	0.5
gill_185	730631.4087	6210936.716	3	1106	1154	0.5
gill_186	730631.4087	6211336.716	3	1106	1154	0.5
gill_187	734937.888	6204249.464	3	1154	1202	0.5
gill_188	734937.888	6203849.464	3	1154	1202	0.5
gill_189	730255.6035	6209579.713	3	1154	1202	0.5
gill_190	729855.6035	6209579.713	3	1154	1202	0.5
gill_191	730833.2861	6209253.785	3	1154	1202	0.5
gill_192	730833.2861	6209653.785	3	1154	1202	0.5
gill_193	728592.7951	6206827.282	3	1154	1202	0.5
gill_194	728192.7951	6206827.282	3	1154	1202	0.5
gill_195	728192.7951	6206427.282	3	1154	1202	0.5
gill_196	731370.7897	6210917.208	3	1154	1202	0.5
gill_197	731770.7897	6210917.208	3	1154	1202	0.5
gill_198	729877.2345	6205260.12	3	1154	1202	0.5
gill_199	729877.2345	6205660.12	3	1154	1202	0.5
gill_200	732132.9988	6208184.256	3	1202	1250	0.5
gill_201	732132.9988	6208584.256	3	1202	1250	0.5
gill_202	733563.795	6209775.68	3	1202	1250	0.5
gill_203	733563.795	6209375.68	3	1202	1250	0.5
gill_204	733018.1423	6206791.766	3	1202	1250	0.5
gill_205	733018.1423	6207191.766	3	1202	1250	0.5
gill_206	734105.6201	6205708.38	3	1202	1250	0.5
gill_207	734105.6201	6205308.38	3	1202	1250	0.5
gill_208	734105.6201	6204908.38	3	1202	1250	0.5
gill_209	728349.0105	6208545.389	3	1202	1250	0.5
gill_210	728349.0105	6208945.389	3	1202	1250	0.5
gill_211	731469.1429	6205303.656	3	1202	1250	0.5
gill_212	731469.1429	6204903.656	3	1202	1250	0.5
gill_213	730733.4009	6209341.169	3	1250	1298	0.5
gill_214	730733.4009	6208941.169	3	1250	1298	0.5
gill_215	734523.1219	6205628.743	3	1250	1298	0.5
gill_216	734923.1219	6205628.743	3	1250	1298	0.5
gill_217	728500.2425	6208468.272	3	1250	1298	0.5
gill_218	728500.2425	6208868.272	3	1250	1298	0.5
gill_219	730207.527	6208486.89	3	1250	1298	0.5
gill_220	730207.527	6208086.89	3	1250	1298	0.5
gill_221	730607.527	6208086.89	3	1250	1298	0.5
gill_222	728185.8488	6206525.593	3	1250	1298	0.5
gill_223	728585.8488	6206525.593	3	1250	1298	0.5
gill_224	732389.0023	6210445.305	3	1250	1298	0.5
gill_225	732389.0023	6210045.305	3	1250	1298	0.5
gill_226	728439.123	6204313.748	3	1298	1346	0.5
gill_227	728439.123	6204713.748	3	1298	1346	0.5
gill_228	728609.6331	6204888.424	3	1298	1346	0.5
gill_229	729009.6331	6204888.424	3	1298	1346	0.5
gill_230	730529.6262	6207257.006	3	1298	1346	0.5
gill_231	730929.6262	6207257.006	3	1298	1346	0.5
gill_232	732931.4583	6209158.994	3	1298	1346	0.5
gill_233	732931.4583	6209558.994	3	1298	1346	0.5
gill_234	732931.4583	6209958.994	3	1298	1346	0.5
gill_235	728566.8424	6209970.587	3	1298	1346	0.5
gill_236	728966.8424	6209970.587	3	1298	1346	0.5
gill_237	729338.2881	6205772.244	3	1298	1346	0.5
gill_238	729738.2881	6205772.244	3	1298	1346	0.5
gill_239	731903.4421	6210201.135	3	1346	1394	0.5
gill_240	731503.4421	6210201.135	3	1346	1394	0.5
gill_241	728348.2348	6204315.579	3	1346	1394	0.5
gill_242	728348.2348	6203915.579	3	1346	1394	0.5
gill_243	729664.9248	6205738.631	3	1346	1394	0.5
gill_244	729664.9248	6205338.631	3	1346	1394	0.5
gill_245	732871.8898	6207321.302	3	1346	1394	0.5
gill_246	732871.8898	6206921.302	3	1346	1394	0.5
gill_247	732871.8898	6207321.302	3	1346	1394	0.5
gill_248	729780.2567	6207567.752	3	1346	1394	0.5
gill_249	729780.2567	6207967.752	3	1346	1394	0.5
gill_250	731364.471	6204651.415	3	1346	1394	0.5
gill_251	730964.471	6204651.415	3	1346	1394	0.5
gill_252	734821.0941	6205741.445	3	1394	1442	0.5
gill_253	730262.6597	6209924.705	3	1394	1442	0.5
gill_254	729862.6597	6209924.705	3	1394	1442	0.5
gill_255	733041.9596	6205494.151	3	1394	1442	0.5
gill_256	733441.9596	6205494.151	3	1394	1442	0.5
gill_257	730865.143	6206236.984	3	1394	1442	0.5
gill_258	730865.143	6205836.984	3	1394	1442	0.5
gill_259	731596.8449	6206719.766	3	1394	1442	0.5
gill_260	731596.8449	6206319.766	3	1394	1442	0.5
gill_261	734585.8145	6204511.044	3	1490	1538	0
gill_262	734314.025	6202052.727	3	1490	1538	0
gill_263	729310.3403	6203115.737	3	1490	1538	0
gill_264	732950.5933	6207009.848	3	1490	1538	0
gill_265	731049.2946	6204991.657	3	1490	1538	0.5
gill_266	735209.8802	6203434.944	3	1490	1538	0
gill_267	728830.1313	6203874.733	3	1490	1538	0
gill_268	731925.6339	6207231.836	3	1490	1538	0.5
gill_269	733389.0579	6208644.725	3	1490	1538	0.5
gill_270	729887.4293	6207025.244	3	1490	1538	0
gill_271	729695.8659	6204097.257	3	1490	1538	0.5
gill_272	730175.5678	6206430.62	3	1490	1538	0
gill_273	730045.0402	6208537.043	3	1538	1586	0.5
gill_274	732642.7726	6204985.922	3	1538	1586	0.5
gill_275	732642.7726	6204585.922	3	1538	1586	0.5
gill_276	726659.9594	6206345.734	3	1538	1586	0.5
gill_277	727059.9594	6206345.734	3	1538	1586	0.5
gill_278	729209.9751	6204732.051	3	1538	1586	0.5
gill_279	729609.9751	6204732.051	3	1538	1586	0.5
gill_280	726682.4866	6205014.208	3	1538	1586	0.5
gill_281	726682.4866	6205414.208	3	1538	1586	0.5
gill_282	727471.1789	6208082.999	3	1538	1586	0.5
gill_283	727871.1789	6208082.999	3	1538	1586	0.5
gill_284	728296.7108	6208459.837	3	1586	1634	0
gill_285	722320.6511	6203998.447	3	1586	1634	0.5
gill_286	724856.8583	6209694.643	3	1586	1634	0.5
gill_287	725214.6458	6204241.193	3	1586	1634	0.5
gill_288	724928.3125	6207118.393	3	1586	1634	0.5
gill_289	722860.2577	6205184.821	3	1586	1634	0.5
gill_290	726681.8941	6203871.935	3	1682	1782	0
gill_291	726092.4599	6204829.506	3	1682	1782	0
gill_292	721926.2691	6205677.629	3	1682	1782	0
gill_293	725593.4971	6200487.986	3	1682	1782	0.5
gill_294	725497.552	6204882.215	3	1682	1782	0
gill_295	727314.8477	6203284.577	3	1682	1782	0
gill_296	725458.4933	6200485.165	3	1682	1730	0.5
gill_297	724943.5659	6203879.22	3	1682	1730	0
gill_298	722074.2015	6199936.408	3	1682	1730	0.5
gill_299	726284.2342	6203589.21	3	1682	1730	0.5
gill_300	727561.0994	6199552.329	3	1682	1730	0
gill_301	726017.8782	6203746.258	3	1682	1730	0.5
gill_302	723536.2474	6204024.277	3	1826	1922	0
gill_303	724531.5843	6203991.1	3	1826	1922	0.5
gill_304	725518.1326	6205727.253	3	1826	1922	0.5
gill_305	722989.2319	6200799.258	3	1826	1922	0
gill_306	725227.1264	6202760.649	3	1826	1922	0.5
gill_307	722418.1726	6204039.846	3	1922	2018	0
gill_308	722306.8222	6204503.061	3	1922	2018	0.5
gill_309	726669.4834	6204053.706	3	1922	2018	0
gill_310	722406.3264	6200060.68	3	1922	2018	0.5
gill_311	725010.4349	6202720.654	3	1922	2018	0
gill_312	724592.7452	6201534.799	3	1922	2018	0.5
gill_313	736555.0891	6202400.715	3	2258	2354	0
gill_314	737573.8849	6201607.895	3	2258	2354	0.5
gill_315	735029.7303	6202247.661	3	2258	2354	0.5
gill_316	737270.5319	6202552.367	3	2258	2354	0.5
gill_317	734917.5172	6204343.606	3	2258	2354	0
gill_318	733664.5289	6209102.069	3	2354	2402	0
gill_319	731733.9794	6208035.192	3	2354	2402	0.5
gill_320	728627.3439	6205249.343	3	2354	2402	0.5
gill_321	732615.1602	6204133.61	3	2354	2402	0
gill_322	730320.5943	6204837.395	3	2354	2402	0.5
gill_323	728236.0129	6209744.282	3	2354	2402	0.5
gill_324	723243.8887	6200634.212	3	2354	2402	0
gill_325	724318.53	6205597.491	3	2354	2402	0.5
gill_326	724958.2921	6199297.466	3	2354	2402	0
gill_327	727237.2368	6203451.897	3	2354	2402	0.5
gill_328	722614.8326	6200110.9	3	2354	2402	0
gill_329	722159.5437	6203947.693	3	2354	2402	0.5
gill_330	730734.4	6207696.087	3	2402	2450	0.5
gill_331	733836.7495	6205371.879	3	2402	2450	0.5
gill_332	732332.7117	6207931.449	3	2402	2450	0.5
gill_333	731932.7117	6207931.449	3	2402	2450	0.5
gill_334	728047.1976	6207386.008	3	2402	2450	0.5
gill_335	731041.7651	6208497.313	3	2402	2450	0.5
gill_336	731441.7651	6208497.313	3	2402	2450	0.5
gill_337	732262.8092	6205427.326	3	2402	2450	0.5
gill_338	733135.9849	6205836.047	3	2498	2594	0.5
gill_339	731129.5016	6210104.943	3	2498	2594	0.5
gill_340	731529.5016	6210104.943	3	2498	2594	0.5
gill_341	731693.5472	6204846.241	3	2498	2594	0.5
gill_342	731693.5472	6205246.241	3	2498	2594	0.5
gill_343	728783.6547	6207734.587	3	2498	2594	0.5
gill_344	732728.0258	6206973.334	3	2498	2594	0.5
gill_345	732728.0258	6207373.334	3	2498	2594	0.5
gill_346	731202.3071	6207841.871	3	2498	2594	0.5
gill_347	731202.3071	6208241.871	3	2498	2594	0.5
gill_348	735803.6298	6202920.16	3	2738	2838	0.5
gill_349	736203.6298	6202920.16	3	2738	2838	0.5
gill_350	734591.7459	6207439.541	3	2738	2838	0.5
gill_351	736991.7459	6204239.541	3	2738	2838	0.5
gill_352	732093.7821	6207992.269	3	2738	2838	0.5
gill_353	732493.7821	6207992.269	3	2738	2838	0.5
gill_354	731995.0268	6209078.764	3	2738	2838	0.5
gill_355	731595.0268	6209078.764	3	2738	2838	0.5
gill_356	734649.6829	6206100.152	3	2738	2838	0.5
gill_357	734649.6829	6205700.152	3	2738	2838	0.5
gill_358	727719.9847	6206166.785	3	3170	3242	0
gill_359	725948.008	6210992.253	3	3170	3242	0.5
gill_360	726096.0048	6212354.868	3	3170	3242	0.5
gill_361	728163.1888	6211615.708	3	3170	3242	0
gill_362	727727.0362	6209834.12	3	3170	3242	0.5
gill_363	725946.3809	6209113.205	3	3170	3242	0.5
gill_364	725767.4342	6203984.467	3	3266	3410	0.5
gill_365	726167.4342	6203984.467	3	3266	3410	0.5
gill_366	724638.9119	6202786.496	3	3266	3410	0.5
gill_367	724638.9119	6203186.496	3	3266	3410	0.5
gill_368	728719.0836	6202018.688	3	3266	3410	0.5
gill_369	728719.0836	6201618.688	3	3266	3410	0.5
gill_370	726315.9045	6202818.238	3	3266	3410	0.5
gill_371	726315.9045	6202418.238	3	3266	3410	0.5
gill_372	724919.9648	6201376.216	3	3266	3410	0.5
gill_373	724919.9648	6201776.216	3	3266	3410	0.5
gill_374	724476.9106	6199910.611	3	3266	3410	0.5
gill_375	724476.9106	6199510.611	3	3266	3410	0.5
gill_376	723636.3018	6202621.491	3	3314	3458	0.5
gill_377	724036.3018	6202621.491	3	3314	3458	0.5
gill_378	726028.5648	6200256.258	3	3314	3458	0.5
gill_379	725628.5648	6200256.258	3	3314	3458	0.5
gill_380	729231.5626	6198143.888	3	3314	3458	0.5
gill_381	729231.5626	6198543.888	3	3314	3458	0.5
gill_382	727531.4714	6201943.611	3	3314	3458	0.5
gill_383	727931.4714	6201943.611	3	3314	3458	0.5
gill_384	722993.8407	6198048.261	3	3314	3458	0.5
gill_385	723393.8407	6198048.261	3	3314	3458	0.5
gill_386	725215.4008	6198377.725	3	3314	3458	0.5
gill_387	725615.4008	6198377.725	3	3314	3458	0.5
gill_388	725615.4008	6197977.725	3	3314	3458	0.5
gill_389	723288.389	6201465.014	3	3362	3506	0.5
gill_390	722064.6492	6202602.579	3	3362	3506	0.5
gill_391	721374.1653	6202605.579	3	3362	3506	0.5
gill_392	724366.1634	6201490.303	3	3362	3506	0.5
gill_393	724766.1634	6201490.303	3	3362	3506	0.5
gill_394	724433.6175	6204029.501	3	3362	3506	0.5
gill_395	723924.3688	6199442.442	3	3362	3506	0.5
gill_396	732784.5861	6202593.451	3	3506	3554	0
gill_397	734219.4991	6201202.676	3	3506	3554	0
gill_398	734811.4221	6204837.414	3	3506	3554	0.5
gill_399	735768.0545	6203547.651	3	3506	3554	0
gill_400	731071.4712	6206120.017	3	3506	3554	0
gill_401	730152.185	6201392.49	3	3506	3554	0.5
gill_402	726630.6342	6217242.871	3	3506	3554	0
gill_403	727200.5724	6212616.741	3	3506	3554	0.5
gill_404	729904.9045	6211712.05	3	3506	3554	0
gill_405	725470.0777	6206232.118	3	3506	3650	0
gill_406	722340.925	6200240.743	3	3506	3650	0
gill_407	724228.9966	6203305.151	3	3506	3650	0.5
gill_408	721470.8711	6205031.671	3	3506	3650	0
gill_409	723159.8412	6201845.434	3	3506	3650	0
gill_410	720968.373	6203170.601	3	3506	3650	0
gill_411	726555.8424	6204628.262	3	3554	3698	0
gill_412	726722.9337	6199802.177	3	3554	3698	0
gill_413	721258.4985	6202136.099	3	3554	3698	0
gill_414	723044.8789	6201991.714	3	3554	3698	0
gill_415	726081.254	6200841.678	3	3554	3698	0.5
gill_416	729653.1386	6211728.976	3	3554	3602	0
gill_417	729013.3152	6211364.016	3	3554	3602	0
gill_418	731829.4813	6210591.649	3	3554	3602	0
gill_419	726446.8085	6211024.869	3	3554	3602	0
gill_420	726650.1159	6212139.283	3	3554	3602	0.5
gill_421	726718.5429	6213871.366	3	3554	3602	0
gill_422	734225.1398	6205356.833	3	3554	3602	0
gill_423	732895.8835	6203096.603	3	3554	3602	0
gill_424	729462.9906	6202949.424	3	3554	3602	0.5
gill_425	732263.1591	6202953.688	3	3554	3602	0
gill_426	732143.3411	6204280.705	3	3554	3602	0
gill_427	733296.2756	6203592.422	3	3554	3602	0.5
gill_428	735505.0199	6200809.13	3	3602	3650	0
gill_429	731939.5992	6204706.822	3	3602	3650	0
gill_430	733637.8926	6200987.28	3	3602	3650	0
gill_431	733651.6098	6205437.728	3	3602	3650	0.5
gill_432	734754.4702	6206262.471	3	3602	3650	0
gill_433	735811.0737	6202919.19	3	3602	3650	0.5
gill_434	730490.5146	6203076.258	3	3602	3650	0
gill_435	734241.8202	6204857.633	3	3602	3650	0.5
gill_436	730178.0262	6204700.898	3	3602	3650	0
gill_437	734944.0071	6201286.217	3	3602	3650	0
gill_438	733534.0261	6203600.977	3	3602	3650	0.5
gill_439	734831.5414	6204352.157	3	3650	3698	0
gill_440	735059.6344	6204675.753	3	3650	3698	0
gill_441	732203.022	6205258.884	3	3650	3698	0
gill_442	734009.7569	6207093.031	3	3650	3698	0.5
gill_443	732716.3599	6200410.907	3	3650	3698	0
gill_444	732888.0273	6205601.49	3	3650	3698	0
gill_445	730533.9022	6203212.559	3	3650	3698	0.5
gill_446	734382.3569	6206735.634	3	3650	3698	0.5
gill_447	733581.8092	6203041.17	3	3650	3698	0.5
gill_448	729383.8959	6204357.516	3	3650	3698	0.5
gill_449	734692.0744	6205455.993	3	3650	3698	0
gill_450	728632.9577	6207863.557	3	3650	3698	0.5
gill_451	731927.0995	6206257.719	3	3698	3746	0
gill_452	733701.8199	6206585.764	3	3698	3746	0.5
gill_453	734390.7197	6201705.859	3	3698	3746	0.5
gill_454	729164.9399	6206686.088	3	3698	3746	0
gill_455	729929.5401	6203625.783	3	3698	3746	0.5
gill_456	733204.1354	6202262.506	3	3746	3794	0
gill_457	733345.3298	6203148.105	3	3746	3794	0
gill_458	735754.903	6201743.766	3	3746	3794	0
gill_459	730515.7336	6200322.028	3	3746	3794	0.5
gill_460	731301.4729	6205901.66	3	3746	3794	0
gill_461	735431.8381	6203719.601	3	3746	3794	0
gill_462	724753.4988	6202526.245	3	3746	3882	0.5
gill_463	725751.6668	6200088.246	3	3746	3882	0.5
gill_464	723633.2624	6200081.374	3	3746	3882	0.5
gill_465	723040.7907	6206352.611	3	3746	3882	0.5
gill_466	723339.6466	6202593.833	3	3746	3882	0
gill_467	728527.6716	6205486.081	3	3746	3882	0.5
gill_468	730515.975	6213523.104	3	3794	3930	0
gill_469	730917.4527	6209909.419	3	3794	3930	0.5
gill_470	727053.3728	6208923.64	3	3794	3930	0.5
gill_471	728248.4221	6209450.856	3	3794	3930	0.5
gill_472	730307.7374	6211199.021	3	3794	3930	0.5
gill_473	731074.3293	6207689.99	3	3794	3930	0
gill_474	727872.4921	6204138.327	3	3794	3822	0.5
gill_475	724380.1503	6202673.475	3	3794	3822	0.5
gill_476	724594.0263	6204496.988	3	3794	3822	0
gill_477	726163.2196	6203024.622	3	3794	3822	0.5
gill_478	726728.08	6199636.353	3	3794	3822	0
gill_479	726970.6879	6199905.32	3	3794	3822	0.5
gill_480	726343.1487	6210915.383	3	3842	4026	0
gill_481	728154.4099	6210029.658	3	3842	4026	0
gill_482	730748.3825	6212737.66	3	3842	4026	0
gill_483	731004.7964	6209708.585	3	3842	4026	0.5
gill_484	729587.9042	6206968.001	3	3938	4034	0
gill_485	730314.1528	6207537.347	3	3938	4034	0.5
gill_486	734197.0587	6201430.809	3	3938	4034	0.5
gill_487	729505.5214	6207743.766	3	3938	4034	0.5
gill_488	723090.8926	6202882.884	3	3986	4074	0.5
gill_489	723090.8926	6203282.884	3	3986	4074	0.5
gill_490	723694.6043	6202956.074	3	3986	4074	0.5
gill_491	724094.6043	6202956.074	3	3986	4074	0.5
gill_492	723694.6043	6202956.074	3	3986	4074	0.5
gill_493	726747.178	6203016.274	3	3986	4074	0.5
gill_494	727147.178	6203016.274	3	3986	4074	0.5
gill_495	721775.0811	6199919.676	3	3986	4074	0.5
gill_496	721775.0811	6199919.676	3	3986	4074	0.5
gill_497	720975.0811	6201119.676	3	3986	4074	0.5
gill_498	723262.8317	6200220.089	3	3986	4074	0.5
gill_499	723262.8317	6200620.089	3	3986	4074	0.5
gill_500	723262.8317	6200220.089	3	3986	4074	0.5
